,KIC,KOI,Kepler,Period,Rp
1419,9636135,1498.02,               ,2.42150496,1.743
1420,7841925,1499.01, Kepler-865 b  ,14.16399045,2.201
1421,7841925,1499.02,               ,0.84059639,0.583
1422,7841925,1499.03,               ,6.20922062,0.833
1431,7871954,1515.01, Kepler-303 b  ,1.93703277,0.98
1432,7871954,1515.02, Kepler-303 c  ,7.06117729,1.222
1436,7663405,1519.01, Kepler-876 b  ,5.1443525,1.497
1437,7663405,1519.02,               ,57.1330809,1.745
1440,12266636,1522.01, Kepler-879 b  ,33.38569398,2.524
1441,12266636,1522.02,               ,12.6548733,1.067
1442,7869917,1525.01, Kepler-880 b  ,7.71466918,2.411
1443,7869917,1525.02,               ,11.80600303,1.485
1447,9821454,1529.01, Kepler-59 c   ,17.97740337,2.014
1448,9821454,1529.02, Kepler-59 b   ,11.86959954,1.379
1453,4741126,1534.01, Kepler-887 b  ,20.42222647,1.9
1454,4741126,1534.02, Kepler-887 c  ,7.63844278,1.177
1462,5371776,1557.01, Kepler-304 b  ,3.29570206,2.672
1463,5371776,1557.02, Kepler-304 d  ,9.65348279,2.302
1464,5371776,1557.03, Kepler-304 c  ,5.31595232,2.013
1465,5371776,1557.04, Kepler-304 e  ,1.49914177,1.038
1467,5219234,1563.01, Kepler-305 b  ,5.48712478,2.789
1468,5219234,1563.02, Kepler-305 c  ,8.29085153,2.439
1469,5219234,1563.03, Kepler-305 e  ,3.20541109,1.641
1470,5219234,1563.04, Kepler-305 d  ,16.73878229,2.418
1472,5438099,1567.01, Kepler-306 c  ,7.24020008,2.236
1473,5438099,1567.02, Kepler-306 b  ,4.6461998,1.611
1474,5438099,1567.03, Kepler-306 d  ,17.32677828,2.153
1475,5438099,1567.04, Kepler-306 e  ,44.84125679,2.467
1479,5031857,1573.01, Kepler-1755 b ,24.81102806,5.279
1480,5031857,1573.02,               ,7.13693579,1.733
1481,10028792,1574.01, Kepler-87 b   ,114.7366498,10.234
1482,10028792,1574.02, Kepler-87 c   ,191.2388431,4.648
1483,10028792,1574.03,               ,5.83391524,1.649
1484,10028792,1574.04,               ,8.97721049,1.403
1485,5299459,1576.01, Kepler-307 b  ,10.41573181,2.632
1486,5299459,1576.02, Kepler-307 c  ,13.08424809,2.355
1488,7939330,1581.01,               ,29.54178625,7.718
1489,7939330,1581.02, Kepler-896 b  ,144.5531616,6.423
1497,5301750,1589.01, Kepler-84 b   ,8.72588834,7.013
1498,5301750,1589.02, Kepler-84 c   ,12.88282392,7.119
1499,5301750,1589.03, Kepler-84 e   ,27.43452289,7.068
1500,5301750,1589.04, Kepler-84 d   ,4.22453347,4.187
1501,5301750,1589.05, Kepler-84 f   ,44.55132164,6.047
1502,5542466,1590.01,               ,12.89015147,1.82
1503,5542466,1590.02, Kepler-1756 b ,2.35575084,1.252
1504,5542466,1590.03,               ,4.74670612,1.199
1506,5289854,1593.01, Kepler-308 b  ,9.69504823,2.074
1507,5289854,1593.02, Kepler-308 c  ,15.38249624,2.16
1509,10027323,1596.01, Kepler-309 b  ,5.92366352,1.501
1510,10027323,1596.02, Kepler-309 c  ,105.3586273,2.583
1512,10004738,1598.01, Kepler-310 c  ,56.47574045,2.767
1513,10004738,1598.02, Kepler-310 d  ,92.87480581,2.136
1514,10004738,1598.03, Kepler-310 b  ,13.93065877,1.15
1515,5474613,1599.01, Kepler-1659 c ,20.40772083,1.925
1516,5474613,1599.02, Kepler-1659 b ,13.61659692,1.916
1517,5438757,1601.01, Kepler-903 b  ,10.35069435,2.609
1518,5438757,1601.02, Kepler-903 c  ,62.92173128,3.243
1519,4860678,1602.01, Kepler-1758 b ,9.97707691,2.437
1520,4860678,1602.02,               ,3.03361827,1.484
1523,10055126,1608.01, Kepler-311 b  ,9.17614002,1.655
1524,10055126,1608.02, Kepler-311 c  ,19.73836806,1.488
1525,10055126,1608.03,               ,232.0486005,1.995
1528,6268648,1613.01, Kepler-907 b  ,15.86619279,0.814
1529,6268648,1613.02,               ,94.09228694,0.631
1530,6268648,1613.03,               ,20.60559108,0.562
1538,6543893,1627.01, Kepler-913 b  ,10.29672509,6.031
1539,6543893,1627.02, Kepler-913 c  ,5.93917354,3.937
1540,6543893,1627.03,               ,3.80674591,2.883
1541,6975129,1628.01, Kepler-312 c  ,19.74737352,3.685
1542,6975129,1628.02, Kepler-312 b  ,1.77245342,1.506
1543,6975129,1628.03,               ,37.83931904,2.572
1553,11153121,1647.01, Kepler-313 b  ,14.97032924,2.601
1554,11153121,1647.02, Kepler-313 c  ,32.27526962,2.326
1555,11153121,1647.03,               ,6.3302697,1.316
1558,11337372,1650.01, Kepler-920 b  ,6.53193542,2.581
1559,11337372,1650.02, Kepler-920 c  ,100.8278571,3.955
1574,5531953,1681.01,               ,6.93904714,1.046
1575,5531953,1681.02,               ,1.99281385,0.742
1576,5531953,1681.03,               ,3.53108051,0.727
1577,5531953,1681.04,               ,21.91417008,1.045
1582,6616218,1692.01, Kepler-314 c  ,5.96040164,2.504
1583,6616218,1692.02, Kepler-314 b  ,2.46108358,0.801
1591,7703955,1707.01, Kepler-315 b  ,96.11608761,3.997
1592,7703955,1707.02, Kepler-315 c  ,265.4749794,3.32
1596,8230616,1713.01, Kepler-316 c  ,6.8277963,1.507
1597,8230616,1713.02, Kepler-316 b  ,2.24048755,1.339
1601,9896558,1718.01, Kepler-937 b  ,67.66912552,4.092
1602,9896558,1718.02, Kepler-937 c  ,153.3568137,2.655
1618,6209677,1750.01, Kepler-948 b  ,7.76842297,1.373
1619,6209677,1750.02,               ,2.53741354,0.962
1620,9729691,1751.01, Kepler-949 b  ,8.68929045,2.459
1621,9729691,1751.02,               ,20.99736435,2.484
1624,3967760,1760.01, Kepler-317 b  ,5.52415858,1.857
1625,3967760,1760.02, Kepler-317 c  ,8.77512463,1.573
1627,9909735,1779.01, Kepler-318 b  ,4.66271294,3.931
1628,9909735,1779.02, Kepler-318 c  ,11.81500993,3.08
1629,11551692,1781.01, Kepler-411 c  ,7.8344328,3.266
1630,11551692,1781.02, Kepler-411 b  ,3.00515626,1.906
1631,11551692,1781.03, Kepler-411 d  ,58.01985749,3.539
1632,10005758,1783.01, Kepler-1662 b ,134.4787057,9.037
1633,10005758,1783.02, Kepler-1662 c ,284.067793,5.857
1635,2975770,1788.01, Kepler-951 b  ,71.52541782,5.222
1636,2975770,1788.02,               ,369.0694537,2.107
1638,8552719,1792.01, Kepler-953 b  ,88.40678338,11.214
1639,8552719,1792.03, Kepler-953 c  ,9.10965408,3.015
1648,4644952,1805.01, Kepler-319 c  ,6.94135846,2.422
1649,4644952,1805.02, Kepler-319 d  ,31.78199464,2.002
1650,4644952,1805.03, Kepler-319 b  ,4.36273707,1.548
1651,9529744,1806.02, Kepler-320 c  ,17.93449664,1.49
1652,9529744,1806.03, Kepler-320 b  ,8.37148668,1.24
1654,8240797,1809.01, Kepler-321 c  ,13.09393156,1.981
1655,8240797,1809.02, Kepler-321 b  ,4.91537814,1.491
1658,9872283,1815.01, Kepler-960 b  ,3.12686261,1.897
1659,9872283,1815.02,               ,1.74611828,0.483
1663,8277797,1820.01, Kepler-322 c  ,4.33721967,1.512
1664,8277797,1820.02, Kepler-322 b  ,1.65388641,0.9
1667,2989404,1824.01, Kepler-323 c  ,3.55382928,1.532
1668,2989404,1824.02, Kepler-323 b  ,1.67832955,1.339
1672,3326377,1830.01, Kepler-967 b  ,13.22712439,1.918
1673,3326377,1830.02, Kepler-967 c  ,198.7109261,3.097
1674,11601584,1831.01, Kepler-324 c  ,51.80987798,2.71
1675,11601584,1831.02, Kepler-324 b  ,4.38535684,1.279
1676,11601584,1831.03, Kepler-324 d  ,34.20593543,1.27
1677,11601584,1831.04, Kepler-324 e  ,13.97940951,1.684
1678,11709244,1832.01, Kepler-325 b  ,4.54442859,2.406
1679,11709244,1832.02, Kepler-325 c  ,12.76218266,2.065
1680,11709244,1832.03, Kepler-325 d  ,38.71471336,2.132
1681,11853878,1833.01, Kepler-968 b  ,3.69298793,1.845
1682,11853878,1833.02, Kepler-968 d  ,7.68434094,2.26
1683,11853878,1833.03, Kepler-968 c  ,5.70939527,1.624
1684,9471268,1835.01, Kepler-326 c  ,4.58034978,1.896
1685,9471268,1835.02, Kepler-326 b  ,2.24828597,1.749
1686,9471268,1835.03, Kepler-326 d  ,6.76690755,1.709
1687,10657406,1837.01, Kepler-969 b  ,34.17313763,1.943
1688,10657406,1837.02, Kepler-969 c  ,1.68293375,0.915
1690,5856571,1839.01, Kepler-971 b  ,9.59069489,1.913
1691,5856571,1839.02,               ,80.41045666,2.004
1692,7765528,1840.01, Kepler-972 b  ,7.03934066,4.176
1693,7765528,1840.02,               ,9.38895232,1.634
1696,5080636,1843.01, Kepler-974 b  ,4.19450203,1.387
1697,5080636,1843.02,               ,6.35581289,0.728
1698,5080636,1843.03,               ,0.17689174,0.684
1699,3338885,1845.01, Kepler-975 b  ,1.97034132,1.543
1700,3338885,1845.02,               ,5.05820977,2.08
1712,8160953,1858.01, Kepler-985 b  ,116.3312162,3.133
1713,8160953,1858.02,               ,86.05572743,1.399
1714,4157325,1860.01, Kepler-416 b  ,6.3194466,2.397
1715,4157325,1860.02, Kepler-416 c  ,12.20950873,2.301
1716,4157325,1860.03,               ,3.07644041,1.468
1717,4157325,1860.04,               ,24.84327724,1.482
1723,8167996,1867.01, Kepler-327 b  ,2.54956563,1.337
1724,8167996,1867.02, Kepler-327 d  ,13.96953338,2.003
1725,8167996,1867.03, Kepler-327 c  ,5.21229969,1.245
1728,9758089,1871.01,               ,92.72976629,2.443
1729,9758089,1871.02,               ,32.3764041,1.888
1731,4939346,1873.01, Kepler-328 c  ,71.31208617,6.473
1732,4939346,1873.02, Kepler-328 b  ,34.91831041,3.105
1733,8978528,1874.01, Kepler-329 c  ,18.68483463,2.344
1734,8978528,1874.02, Kepler-329 b  ,7.41635012,1.494
1735,9967771,1875.01, Kepler-990 b  ,9.91723167,2.046
1736,9967771,1875.02, Kepler-990 c  ,0.53835504,1.325
1745,4851530,1884.01,               ,23.09439492,3.918
1746,4851530,1884.02,               ,4.77502322,1.705
1750,11074178,1889.01, Kepler-1001 b ,14.30517935,2.352
1751,11074178,1889.02, Kepler-1001 c ,9.18184049,1.508
1752,11074178,1889.03,               ,4.88626877,0.677
1754,8680979,1891.01, Kepler-330 c  ,15.95542912,2.115
1755,8680979,1891.02, Kepler-330 b  ,8.25983738,1.324
1759,4263293,1895.01, Kepler-331 b  ,8.45747329,2.425
1760,4263293,1895.02, Kepler-331 c  ,17.28125508,2.645
1761,4263293,1895.03, Kepler-331 d  ,32.13408541,2.366
1764,7047922,1899.01, Kepler-1006 b ,19.76172836,2.552
1765,7047922,1899.02,               ,10.52298506,1.087
1770,10328393,1905.01, Kepler-332 b  ,7.62636346,1.169
1771,10328393,1905.02, Kepler-332 c  ,15.99569913,1.011
1772,10328393,1905.03, Kepler-332 d  ,34.21109238,1.117
1775,5706966,1908.01, Kepler-333 b  ,12.55111718,1.426
1776,5706966,1908.02, Kepler-333 c  ,24.08862506,1.263
1777,10130039,1909.01, Kepler-334 c  ,12.75800293,1.378
1778,10130039,1909.02, Kepler-334 b  ,5.47031904,1.061
1779,10130039,1909.03, Kepler-334 d  ,25.09843925,1.302
1780,8226050,1910.01, Kepler-1010 b ,34.26853157,2.065
1781,8226050,1910.02,               ,18.38476743,0.972
1785,9101496,1915.01, Kepler-335 b  ,6.56226819,2.876
1786,9101496,1915.02, Kepler-335 c  ,67.84503837,2.591
1787,6037581,1916.01, Kepler-336 d  ,20.67860451,9.416
1788,6037581,1916.02, Kepler-336 c  ,9.5999319,8.836
1789,6037581,1916.03, Kepler-336 b  ,2.02482998,4.24
1791,8218379,1920.01, Kepler-1014 b ,16.57100367,2.011
1792,8218379,1920.02,               ,10.13832649,0.771
1794,9411166,1922.01, Kepler-1016 b ,1.95452692,2.275
1795,9411166,1922.03, Kepler-1016 c ,105.655092,4.206
1799,10136549,1929.01, Kepler-337 c  ,9.69309435,2.139
1800,10136549,1929.02, Kepler-337 b  ,3.29277003,1.613
1801,5511081,1930.01, Kepler-338 b  ,13.72714466,2.503
1802,5511081,1930.02, Kepler-338 c  ,24.31093759,2.403
1803,5511081,1930.03, Kepler-338 d  ,44.43018521,2.736
1804,5511081,1930.04, Kepler-338 e  ,9.34143183,1.593
1805,10978763,1931.01, Kepler-339 b  ,4.97759177,1.288
1806,10978763,1931.02, Kepler-339 d  ,10.55837881,1.064
1807,10978763,1931.03, Kepler-339 c  ,6.98795025,1.06
1808,5202905,1932.01, Kepler-340 c  ,22.82440704,2.783
1809,5202905,1932.02, Kepler-340 b  ,14.84449786,2.087
1816,2832589,1942.01,               ,10.84965746,2.858
1817,2832589,1942.02,               ,2.43369249,1.414
1825,7747425,1952.01, Kepler-341 c  ,8.01037667,2.029
1826,7747425,1952.02, Kepler-341 d  ,27.66672706,2.133
1827,7747425,1952.03, Kepler-341 b  ,5.1956508,1.29
1828,7747425,1952.04, Kepler-341 e  ,42.47268804,2.168
1829,9892816,1955.01, Kepler-342 b  ,15.1701932,2.065
1830,9892816,1955.02, Kepler-342 d  ,39.45791107,2.752
1831,9892816,1955.03, Kepler-342 e  ,1.64422616,0.961
1832,9892816,1955.04, Kepler-342 c  ,26.23467287,1.846
1835,6949061,1960.01, Kepler-343 b  ,8.96841475,1.86
1836,6949061,1960.02, Kepler-343 c  ,23.22191288,1.771
1845,9650808,1970.01, Kepler-344 b  ,21.96398003,2.276
1846,9650808,1970.02, Kepler-344 c  ,125.6023385,2.644
1848,11253711,1972.01,               ,17.79107759,3.492
1849,11253711,1972.02, Kepler-1031 b ,1.2262237,1.269
1854,9412760,1977.01, Kepler-345 c  ,9.38742403,1.59
1855,9412760,1977.02, Kepler-345 b  ,7.41553664,1.014
1856,9518318,1978.01, Kepler-346 b  ,6.51111031,2.315
1857,9518318,1978.02, Kepler-346 c  ,23.8515675,2.533
1864,8257205,1986.01, Kepler-1038 b ,148.460541,3.1
1865,8257205,1986.02, Kepler-1038 c ,7.12766155,1.202
1869,11450414,1992.01, Kepler-347 b  ,12.79823365,2.641
1870,11450414,1992.02, Kepler-347 c  ,27.32130233,2.29
1871,11450414,1992.03,               ,85.5160012,2.374
1872,4736569,1996.01, Kepler-1042 b ,10.13203033,2.2
1873,4736569,1996.02,               ,7.073806,1.095
1879,12154526,2004.01, Kepler-1047 b ,56.18834277,3.01
1880,12154526,2004.02, Kepler-1047 c ,3.18896922,1.317
1881,12154526,2004.03,               ,1.72109733,0.906
1884,11069176,2007.01, Kepler-1050 b ,15.37899545,1.373
1885,11069176,2007.02, Kepler-1050 c ,21.12860126,1.328
1888,5384079,2011.01, Kepler-348 b  ,7.05677259,1.513
1889,5384079,2011.02, Kepler-348 c  ,17.26523967,1.088
1890,9839821,2012.01, Kepler-1052 b ,34.85376644,2.606
1891,9839821,2012.02,               ,180.9235823,2.554
1895,9973109,2018.01, Kepler-1056 b ,27.49571917,2.682
1896,9973109,2018.02,               ,16.09889946,1.546
1900,8564674,2022.01, Kepler-349 b  ,5.92971604,1.977
1901,8564674,2022.02, Kepler-349 c  ,12.24754047,1.961
1904,4636578,2025.01, Kepler-350 c  ,17.84848231,2.748
1905,4636578,2025.02, Kepler-350 d  ,26.13621077,2.636
1906,4636578,2025.03, Kepler-350 b  ,11.18965384,1.664
1908,7102316,2028.01, Kepler-351 c  ,57.2486346,3.087
1909,7102316,2028.02, Kepler-351 b  ,37.05503257,2.607
1910,7102316,2028.03, Kepler-351 d  ,142.546674,2.451
1911,9489524,2029.01, Kepler-352 c  ,16.33270729,1.255
1912,9489524,2029.02, Kepler-352 b  ,10.05538883,0.875
1913,9489524,2029.03, Kepler-352 d  ,6.88724533,0.667
1914,9489524,2029.04,               ,4.78847692,0.599
1918,3657758,2034.01, Kepler-1065 b ,3.60931812,3.603
1919,3657758,2034.02, Kepler-1065 c ,2.37027961,1.47
1921,6382217,2036.01, Kepler-353 c  ,8.4110256,1.759
1922,6382217,2036.02, Kepler-353 b  ,5.79533425,1.184
1923,9634821,2037.01,               ,73.75811578,3.113
1924,9634821,2037.02,               ,5.477158,1.74
1925,9634821,2037.03,               ,8.56266099,1.827
1926,8950568,2038.01, Kepler-85 b   ,8.30542284,2.823
1927,8950568,2038.02, Kepler-85 c   ,12.51345816,1.771
1928,8950568,2038.03, Kepler-85 d   ,17.91327996,1.196
1929,8950568,2038.04, Kepler-85 e   ,25.21486084,1.225
1930,8804845,2039.01, Kepler-1067 c ,5.42585329,1.445
1931,8804845,2039.02, Kepler-1067 b ,0.76212852,0.754
1936,6026438,2045.01, Kepler-354 b  ,5.47665173,1.704
1937,6026438,2045.02, Kepler-354 d  ,24.2095264,1.423
1938,6026438,2045.03, Kepler-354 c  ,16.93512559,1.264
1943,7265298,2051.01, Kepler-355 c  ,25.76246263,2.946
1944,7265298,2051.02, Kepler-355 b  ,11.03192766,1.581
1946,2307415,2053.01, Kepler-356 c  ,13.12159412,2.003
1947,2307415,2053.02, Kepler-356 b  ,4.61268188,1.655
1948,3128552,2055.01, Kepler-1073 b ,8.67891788,2.255
1949,3128552,2055.02, Kepler-1073 c ,4.02583093,1.586
1950,3128552,2055.03, Kepler-1073 d ,2.5047528,1.303
1951,3128552,2055.04,               ,6.1308059,1.121
1955,12301181,2059.01, Kepler-1076 b ,6.14728796,0.801
1956,12301181,2059.02,               ,2.18566186,0.447
1958,12061969,2061.01,               ,14.14951034,1.796
1959,12061969,2061.02,               ,1.09000705,1.017
1970,8164257,2073.01, Kepler-357 d  ,49.50026916,2.178
1971,8164257,2073.02, Kepler-357 b  ,6.47537943,1.622
1972,8164257,2073.03, Kepler-357 c  ,16.85823589,1.936
1975,9517393,2076.01, Kepler-1085 c ,56.77646183,3.013
1976,9517393,2076.02, Kepler-1085 b ,219.3217399,6.043
1977,9351316,2078.01, Kepler-1086 b ,18.7842562,2.034
1978,9351316,2078.02, Kepler-1086 c ,161.5147736,3.033
1980,10864531,2080.01, Kepler-358 c  ,83.48871448,3.015
1981,10864531,2080.02, Kepler-358 b  ,34.06062917,2.787
1986,6768394,2086.01, Kepler-60 b   ,7.13295045,1.734
1987,6768394,2086.02, Kepler-60 c   ,8.91897737,1.943
1988,6768394,2086.03, Kepler-60 d   ,11.89824703,1.756
1989,6768394,2086.04,               ,335.5198537,1.836
1993,6696580,2092.01, Kepler-359 c  ,57.68938988,3.46
1994,6696580,2092.02, Kepler-359 b  ,25.56387152,2.839
1995,6696580,2092.03, Kepler-359 d  ,77.08943467,2.769
1996,6525946,2093.01,               ,6.78344102,2.387
1997,6525946,2093.02,               ,2.50814761,1.453
1998,6525946,2093.03,               ,0.49606935,1.222
1999,8505920,2094.01, Kepler-1090 c ,42.42646219,3.327
2000,8505920,2094.02, Kepler-1090 b ,198.6802534,2.511
2004,6105462,2098.01, Kepler-1093 b ,25.08229622,2.322
2005,6105462,2098.02, Kepler-1093 c ,89.72246309,2.408
2010,7620413,2103.01, Kepler-1098 b ,2.54307621,1.439
2011,7620413,2103.02,               ,3.66521076,0.935
2019,8612275,2111.01, Kepler-360 b  ,3.28972617,1.373
2020,8612275,2111.02, Kepler-360 c  ,7.18646436,1.818
2021,7207061,2113.01, Kepler-417 c  ,15.94250901,2.524
2022,7207061,2113.02, Kepler-417 b  ,12.33087707,2.261
2041,9904006,2135.01, Kepler-361 c  ,55.18668757,2.895
2042,9904006,2135.02,               ,20.18919494,1.581
2043,9904006,2135.03, Kepler-361 b  ,8.48651178,1.57
2052,10404582,2147.01, Kepler-362 c  ,37.86573851,2.765
2053,10404582,2147.02, Kepler-362 b  ,10.32723171,1.582
2054,6021193,2148.01, Kepler-363 d  ,11.93206303,2.113
2055,6021193,2148.02, Kepler-363 c  ,7.54240326,1.82
2056,6021193,2148.03, Kepler-363 b  ,3.61456972,1.276
2058,3229150,2150.01,               ,18.50862001,3.839
2059,3229150,2150.02,               ,44.70637391,2.137
2061,10253547,2153.01, Kepler-364 c  ,59.9805575,2.192
2062,10253547,2153.02, Kepler-364 b  ,25.74585245,1.549
2066,5211199,2158.01, Kepler-1800 b ,4.5620462,0.839
2067,5211199,2158.02,               ,6.68238066,0.651
2070,9205938,2162.01, Kepler-1126 b ,108.5928077,1.688
2071,9205938,2162.02,               ,199.668008,1.459
2072,11358389,2163.01, Kepler-365 b  ,10.66493632,1.56
2073,11358389,2163.02, Kepler-365 c  ,17.78345269,1.443
2074,11358389,2163.03,               ,28.22496547,1.305
2077,6041734,2167.01, Kepler-1129 b ,24.33963322,2.59
2078,6041734,2167.03, Kepler-1129 c ,76.53773375,2.411
2079,11308499,2168.01, Kepler-366 b  ,3.28193816,2.431
2080,11308499,2168.02, Kepler-366 c  ,12.51606379,2.859
2081,9006186,2169.01, Kepler-1130 b ,5.45297445,0.798
2082,9006186,2169.02, Kepler-1130 c ,3.26662197,0.664
2083,9006186,2169.03, Kepler-1130 d ,4.27223792,0.603
2085,4173026,2172.01, Kepler-1801 b ,10.44091844,2.403
2086,4173026,2172.02,               ,116.5842582,2.42
2087,11774991,2173.01, Kepler-367 b  ,37.81548396,1.157
2088,11774991,2173.02, Kepler-367 c  ,53.57863865,1.035
2089,8261920,2174.01,               ,6.69329801,1.726
2090,8261920,2174.02, Kepler-1802 c ,33.13623937,1.793
2091,8261920,2174.03, Kepler-1802 b ,7.72516951,1.225
2092,8261920,2174.04,               ,3.01610646,0.889
2093,9022166,2175.01, Kepler-368 b  ,26.84738298,3.323
2094,9022166,2175.02, Kepler-368 c  ,72.38258324,3.988
2096,10670119,2179.01, Kepler-369 c  ,14.87154509,1.61
2097,10670119,2179.02, Kepler-369 b  ,2.73276817,1.286
2101,5706595,2183.01, Kepler-370 c  ,19.02309588,2.05
2102,5706595,2183.02, Kepler-370 b  ,4.57947332,1.471
2103,5706595,2183.03,               ,150.3814056,2.061
2109,8282651,2193.01, Kepler-1136 b ,2.36172471,1.482
2110,8282651,2193.02,               ,4.16287284,1.34
2111,3548044,2194.01, Kepler-371 b  ,34.76298361,2.164
2112,3548044,2194.02, Kepler-371 c  ,67.96842021,2.271
2113,3548044,2194.03,               ,445.2180022,1.832
2114,11401767,2195.01, Kepler-372 c  ,20.0546569,2.206
2115,11401767,2195.02, Kepler-372 d  ,30.09016159,1.96
2116,11401767,2195.03, Kepler-372 b  ,6.84974223,1.485
2118,11705004,2199.01, Kepler-1806 b ,9.03319745,1.867
2119,11705004,2199.02,               ,3.05294188,1.12
2126,8168187,2209.01, Kepler-1142 b ,18.30286053,2.396
2127,8168187,2209.02,               ,35.50343668,1.872
2128,4142847,2210.01, Kepler-1143 b ,2.88889638,1.365
2129,4142847,2210.02, Kepler-1143 c ,210.6311201,2.749
2135,12058204,2218.01, Kepler-373 b  ,5.53535102,2.136
2136,12058204,2218.02, Kepler-373 c  ,16.72627945,1.897
2138,6871071,2220.01, Kepler-374 c  ,3.28279781,1.606
2139,6871071,2220.02, Kepler-374 d  ,5.0281665,1.809
2140,6871071,2220.03, Kepler-374 b  ,1.89782214,1.558
2141,6871071,2220.04,               ,7.66463518,1.441
2142,6871071,2220.05,               ,11.92923256,1.357
2151,2854181,2232.01, Kepler-1810 b ,101.1326751,3.592
2152,2854181,2232.02,               ,12.83495888,1.568
2153,10723367,2236.01, Kepler-375 c  ,19.98652318,2.196
2154,10723367,2236.02, Kepler-375 b  ,12.12565284,1.591
2159,4770617,2243.01, Kepler-1154 b ,5.18557989,2.177
2160,4770617,2243.02, Kepler-1154 c ,8.4580914,2.197
2161,4770617,2243.03,               ,31.44568806,3.09
2165,11030475,2248.01, Kepler-1813 b ,2.81814116,1.313
2166,11030475,2248.03,               ,0.76196218,1.08
2167,11030475,2248.04,               ,2.64622956,1.026
2168,11030475,2248.05,               ,4.74507981,0.978
2169,5942808,2250.01, Kepler-1814 b ,2.93535923,2.426
2170,5942808,2250.02,               ,0.62628074,1.562
2175,9071593,2257.01, Kepler-1162 b ,32.56357099,1.903
2176,9071593,2257.02,               ,59.28413978,1.629
2180,8613535,2263.01, Kepler-1165 c ,29.96864759,3.043
2181,8613535,2263.02, Kepler-1165 b ,9.47852438,2.344
2182,8613535,2263.03,               ,15.59458181,1.691
2183,12256520,2264.01, Kepler-1166 b ,33.24087071,1.576
2184,12256520,2264.02,               ,7.2510578,0.962
2191,3342794,2278.01, Kepler-376 c  ,14.17233466,2.254
2192,3342794,2278.02, Kepler-376 b  ,4.92030924,1.28
2193,3661886,2279.01, Kepler-377 c  ,27.0141931,2.007
2194,3661886,2279.02, Kepler-377 b  ,12.5094778,1.482
2200,9718066,2287.01, Kepler-378 b  ,16.09229093,0.799
2201,9718066,2287.02, Kepler-378 c  ,28.9061109,0.703
2202,3867615,2289.01, Kepler-379 c  ,62.78425554,2.321
2203,3867615,2289.02, Kepler-379 b  ,20.0984816,1.61
2211,9334893,2298.01,               ,16.66710278,1.382
2212,9334893,2298.02, Kepler-1178 b ,31.80591683,1.231
2213,9334893,2298.03,               ,2.47241084,0.715
2217,4458082,2303.01, Kepler-1181 b ,4.89332104,1.68
2218,4458082,2303.02,               ,8.93485516,1.668
2235,5978559,2321.01, Kepler-1824 b ,95.61140431,2.096
2236,5978559,2321.02,               ,36.25118517,1.179
2239,10730703,2327.01, Kepler-1191 b ,5.60013681,1.61
2240,10730703,2327.02,               ,46.33361872,1.567
2245,11121752,2333.01, Kepler-380 b  ,3.93082066,1.277
2246,11121752,2333.02, Kepler-380 c  ,7.63006853,1.412
2261,8013439,2352.01, Kepler-381 c  ,13.39147403,1.034
2262,8013439,2352.02, Kepler-381 b  ,5.6290675,0.923
2263,8013439,2352.03, Kepler-381 d  ,8.2562501,0.903
2268,7449554,2357.01,               ,2.42087926,1.829
2269,7449554,2357.02,               ,15.90435487,2.591
2275,11560897,2365.01, Kepler-430 b  ,35.96836143,2.228
2276,11560897,2365.02, Kepler-430 c  ,110.9771584,1.64
2280,5602588,2369.01, Kepler-1211 b ,11.01821433,2.667
2281,5602588,2369.03,               ,7.22748153,1.487
2286,9364290,2374.01, Kepler-382 b  ,5.26214174,1.596
2287,9364290,2374.02, Kepler-382 c  ,12.16282676,1.997
2299,4665571,2393.01, Kepler-1834 b ,4.60301932,1.234
2300,4665571,2393.02,               ,0.7666926,1.106
2313,3234598,2413.01, Kepler-383 b  ,12.90463929,1.439
2314,3234598,2413.02, Kepler-383 c  ,31.20213018,1.337
2315,8611832,2414.01, Kepler-384 b  ,22.59681542,1.934
2316,8611832,2414.02, Kepler-384 c  ,45.34836333,2.062
2322,7107802,2420.01, Kepler-1231 b ,10.41728983,1.505
2323,7107802,2420.02,               ,5.46754034,0.979
2324,8838950,2421.01,               ,2.27049952,1.238
2325,8838950,2421.02,               ,4.02320414,1.083
2326,11360805,2422.01, Kepler-1232 b ,26.78395059,1.47
2327,11360805,2422.02,               ,57.38878929,1.422
2332,11968463,2433.01, Kepler-385 c  ,15.16213142,2.361
2333,11968463,2433.02, Kepler-385 b  ,10.04380879,2.313
2334,11968463,2433.03, Kepler-385 d  ,56.41581418,2.423
2335,11968463,2433.04,               ,27.90426394,1.903
2336,11968463,2433.06,               ,6.0632531,1.441
2337,11968463,2433.07,               ,86.43086179,2.252
2338,11968463,2433.08,               ,3.37375965,1.206
2341,6867555,2439.01, Kepler-1239 b ,5.19111924,1.849
2342,6867555,2439.02,               ,7.50181268,1.259
2344,11080405,2442.01, Kepler-386 c  ,25.19340477,1.766
2345,11080405,2442.02, Kepler-386 b  ,12.31028885,1.314
2346,9209624,2443.01, Kepler-387 b  ,6.79167774,1.156
2347,9209624,2443.02, Kepler-387 c  ,11.83778475,1.102
2351,12208631,2449.01,               ,53.35857045,2.205
2352,12208631,2449.02,               ,0.91235131,0.886
2353,7289317,2450.01, Kepler-1243 b ,16.83206369,1.5
